GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACK2E001,NAME_M,ACK2M001
"G3700710","2015","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",213442,"Gaston County, North Carolina",0
"G3700810","2015","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",517600,"Guilford County, North Carolina",0
"G3700850","2015","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",128140,"Harnett County, North Carolina",0
"G3700890","2015","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",112655,"Henderson County, North Carolina",0
"G3700970","2015","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",169866,"Iredell County, North Carolina",0
"G3701010","2015","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",185660,"Johnston County, North Carolina",0
"G3701090","2015","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",81035,"Lincoln County, North Carolina",0
"G3701190","2015","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",1034070,"Mecklenburg County, North Carolina",0
"G3701250","2015","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",94352,"Moore County, North Carolina",0
"G3701270","2015","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",93919,"Nash County, North Carolina",0
"G3701290","2015","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",220358,"New Hanover County, North Carolina",0
"G3701330","2015","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",186311,"Onslow County, North Carolina",0
"G3701350","2015","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",141354,"Orange County, North Carolina",0
"G3701470","2015","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",175842,"Pitt County, North Carolina",0
"G3701510","2015","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",142799,"Randolph County, North Carolina",0
"G3701550","2015","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",134197,"Robeson County, North Carolina",0
"G3701570","2015","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",91758,"Rockingham County, North Carolina",0
"G3701590","2015","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",139142,"Rowan County, North Carolina",0
"G3701610","2015","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",66390,"Rutherford County, North Carolina",0
"G3701710","2015","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",72743,"Surry County, North Carolina",0
"G3701790","2015","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",222742,"Union County, North Carolina",0
"G3701830","2015","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",1024198,"Wake County, North Carolina",0
"G3701910","2015","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",124132,"Wayne County, North Carolina",0
"G3701930","2015","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",68502,"Wilkes County, North Carolina",0
"G3701950","2015","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",81714,"Wilson County, North Carolina",0
"G3800150","2015","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",92991,"Burleigh County, North Dakota",0
"G3800170","2015","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",171512,"Cass County, North Dakota",0
"G3800350","2015","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",70916,"Grand Forks County, North Dakota",0
"G3801010","2015","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",71275,"Ward County, North Dakota",0
"G3900030","2015","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",104425,"Allen County, Ohio",0
"G3900070","2015","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",98632,"Ashtabula County, Ohio",0
"G3900090","2015","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",65886,"Athens County, Ohio",0
"G3900130","2015","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",69154,"Belmont County, Ohio",0
"G3900170","2015","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",376353,"Butler County, Ohio",0
"G3900230","2015","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",135959,"Clark County, Ohio",0
"G3900250","2015","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",201973,"Clermont County, Ohio",0
"G3900290","2015","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",104806,"Columbiana County, Ohio",0
"G3900350","2015","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",1255921,"Cuyahoga County, Ohio",0
"G3900410","2015","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",193013,"Delaware County, Ohio",0
"G3900430","2015","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",75550,"Erie County, Ohio",0
"G3900450","2015","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",151408,"Fairfield County, Ohio",0
"G3900490","2015","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",1251722,"Franklin County, Ohio",0
"G3900550","2015","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",94102,"Geauga County, Ohio",0
"G3900570","2015","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",164427,"Greene County, Ohio",0
"G3900610","2015","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",807598,"Hamilton County, Ohio",0
"G3900630","2015","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",75573,"Hancock County, Ohio",0
"G3900810","2015","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",67347,"Jefferson County, Ohio",0
"G3900850","2015","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",229245,"Lake County, Ohio",0
"G3900890","2015","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",170570,"Licking County, Ohio",0
"G3900930","2015","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",305147,"Lorain County, Ohio",0
"G3900950","2015","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",433689,"Lucas County, Ohio",0
"G3900990","2015","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",231900,"Mahoning County, Ohio",0
"G3901010","2015","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",65355,"Marion County, Ohio",0
"G3901030","2015","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",176395,"Medina County, Ohio",0
"G3901090","2015","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",104224,"Miami County, Ohio",0
"G3901130","2015","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",532258,"Montgomery County, Ohio",0
"G3901190","2015","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",86290,"Muskingum County, Ohio",0
"G3901330","2015","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",162275,"Portage County, Ohio",0
"G3901390","2015","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",121707,"Richland County, Ohio",0
"G3901410","2015","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",77170,"Ross County, Ohio",0
"G3901450","2015","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",76825,"Scioto County, Ohio",0
"G3901510","2015","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",375165,"Stark County, Ohio",0
"G3901530","2015","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",541968,"Summit County, Ohio",0
"G3901550","2015","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",203751,"Trumbull County, Ohio",0
"G3901570","2015","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",92916,"Tuscarawas County, Ohio",0
"G3901650","2015","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",224469,"Warren County, Ohio",0
"G3901690","2015","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",116063,"Wayne County, Ohio",0
"G3901730","2015","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",129730,"Wood County, Ohio",0
"G4000170","2015","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",133378,"Canadian County, Oklahoma",0
"G4000270","2015","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",274458,"Cleveland County, Oklahoma",0
"G4000310","2015","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",124648,"Comanche County, Oklahoma",0
"G4000370","2015","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",70892,"Creek County, Oklahoma",0
"G4001010","2015","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",69699,"Muskogee County, Oklahoma",0
"G4001090","2015","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",776864,"Oklahoma County, Oklahoma",0
"G4001190","2015","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",80850,"Payne County, Oklahoma",0
"G4001250","2015","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",71875,"Pottawatomie County, Oklahoma",0
"G4001310","2015","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",90802,"Rogers County, Oklahoma",0
"G4001430","2015","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",639242,"Tulsa County, Oklahoma",0
"G4001450","2015","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",76559,"Wagoner County, Oklahoma",0
"G4100030","2015","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",87572,"Benton County, Oregon",0
"G4100050","2015","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",401515,"Clackamas County, Oregon",0
"G4100170","2015","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",175268,"Deschutes County, Oregon",0
"G4100190","2015","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",107685,"Douglas County, Oregon",0
"G4100290","2015","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",212567,"Jackson County, Oregon",0
"G4100330","2015","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",84745,"Josephine County, Oregon",0
"G4100350","2015","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",66016,"Klamath County, Oregon",0
"G4100390","2015","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",362895,"Lane County, Oregon",0
"G4100430","2015","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",120547,"Linn County, Oregon",0
"G4100470","2015","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",330700,"Marion County, Oregon",0
"G4100510","2015","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",790294,"Multnomah County, Oregon",0
"G4100530","2015","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",79391,"Polk County, Oregon",0
"G4100590","2015","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",76531,"Umatilla County, Oregon",0
"G4100670","2015","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",574326,"Washington County, Oregon",0
"G4100710","2015","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",102659,"Yamhill County, Oregon",0
"G4200010","2015","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",102295,"Adams County, Pennsylvania",0
"G4200030","2015","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",1230459,"Allegheny County, Pennsylvania",0
"G4200050","2015","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",67052,"Armstrong County, Pennsylvania",0
"G4200070","2015","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",168871,"Beaver County, Pennsylvania",0
"G4200110","2015","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",415271,"Berks County, Pennsylvania",0
"G4200130","2015","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",125593,"Blair County, Pennsylvania",0
"G4200170","2015","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",627367,"Bucks County, Pennsylvania",0
"G4200190","2015","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",186818,"Butler County, Pennsylvania",0
"G4200210","2015","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",136411,"Cambria County, Pennsylvania",0
"G4200250","2015","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",63960,"Carbon County, Pennsylvania",0
"G4200270","2015","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",160580,"Centre County, Pennsylvania",0
"G4200290","2015","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",515939,"Chester County, Pennsylvania",0
"G4200330","2015","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",80994,"Clearfield County, Pennsylvania",0
"G4200370","2015","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",66672,"Columbia County, Pennsylvania",0
"G4200390","2015","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",86484,"Crawford County, Pennsylvania",0
"G4200410","2015","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",246338,"Cumberland County, Pennsylvania",0
"G4200430","2015","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",272983,"Dauphin County, Pennsylvania",0
"G4200450","2015","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",563894,"Delaware County, Pennsylvania",0
"G4200490","2015","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",278045,"Erie County, Pennsylvania",0
"G4200510","2015","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",133628,"Fayette County, Pennsylvania",0
"G4200550","2015","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",153638,"Franklin County, Pennsylvania",0
"G4200630","2015","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",86966,"Indiana County, Pennsylvania",0
"G4200690","2015","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",211917,"Lackawanna County, Pennsylvania",0
"G4200710","2015","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",536624,"Lancaster County, Pennsylvania",0
"G4200730","2015","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",88082,"Lawrence County, Pennsylvania",0
"G4200750","2015","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",137067,"Lebanon County, Pennsylvania",0
"G4200770","2015","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",360685,"Lehigh County, Pennsylvania",0
"G4200790","2015","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",318449,"Luzerne County, Pennsylvania",0
"G4200810","2015","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",116048,"Lycoming County, Pennsylvania",0
"G4200850","2015","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",114234,"Mercer County, Pennsylvania",0
"G4200890","2015","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",166397,"Monroe County, Pennsylvania",0
"G4200910","2015","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",819264,"Montgomery County, Pennsylvania",0
"G4200950","2015","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",300813,"Northampton County, Pennsylvania",0
"G4200970","2015","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",93246,"Northumberland County, Pennsylvania",0
"G4201010","2015","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",1567442,"Philadelphia County, Pennsylvania",0
"G4201070","2015","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",144590,"Schuylkill County, Pennsylvania",0
"G4201110","2015","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",75522,"Somerset County, Pennsylvania",0
"G4201250","2015","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",208261,"Washington County, Pennsylvania",0
"G4201290","2015","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",357956,"Westmoreland County, Pennsylvania",0
"G4201330","2015","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",442867,"York County, Pennsylvania",0
"G4400030","2015","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",164801,"Kent County, Rhode Island",0
"G4400050","2015","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",82423,"Newport County, Rhode Island",0
"G4400070","2015","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",633473,"Providence County, Rhode Island",0
"G4400090","2015","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",126517,"Washington County, Rhode Island",0
"G4500030","2015","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",165829,"Aiken County, South Carolina",0
"G4500070","2015","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",194692,"Anderson County, South Carolina",0
"G4500130","2015","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",179589,"Beaufort County, South Carolina",0
"G4500150","2015","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",202786,"Berkeley County, South Carolina",0
"G4500190","2015","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",389262,"Charleston County, South Carolina",0
"G4500310","2015","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",67548,"Darlington County, South Carolina",0
"G4500350","2015","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",152478,"Dorchester County, South Carolina",0
"G4500410","2015","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",138900,"Florence County, South Carolina",0
"G4500450","2015","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",491863,"Greenville County, South Carolina",0
"G4500470","2015","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",69838,"Greenwood County, South Carolina",0
"G4500510","2015","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",309199,"Horry County, South Carolina",0
"G4500570","2015","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",85842,"Lancaster County, South Carolina",0
"G4500590","2015","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",66623,"Laurens County, South Carolina",0
"G4500630","2015","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",281833,"Lexington County, South Carolina",0
"G4500730","2015","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",75713,"Oconee County, South Carolina",0
"G4500750","2015","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",89208,"Orangeburg County, South Carolina",0
"G4500770","2015","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",121691,"Pickens County, South Carolina",0
"G4500790","2015","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",407051,"Richland County, South Carolina",0
"G4500830","2015","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",297302,"Spartanburg County, South Carolina",0
"G4500850","2015","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",107480,"Sumter County, South Carolina",0
"G4500910","2015","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",251195,"York County, South Carolina",0
"G4600990","2015","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",185197,"Minnehaha County, South Dakota",0
